"Date","Prefecture","Guests_Total","Guests_Prefecture","Guests_OutsidePrefecture","Type_Ryokan","Type_Resort","Type_Business","Type_City","Type_Simple","Type_CompaniesGroups","Pref_Ryokan","Out_Ryokan","Pref_Resort","Out_Resort","Pref_Business","Out_Business","Pref_City","Out_City","Pref_Simple","Out_Simple","Pref_CompaniesGroups","Out_CompaniesGroups","Occupancy_Rate","Occupancy_Tourists","Occupancy_NonTourists","Occupancy_0to9","Occupancy_Tourists_0to9","Occupancy_NonTourists_0to9","Occupancy_10to19","Occupancy_Tourists_10to19","Occupancy_NonTourists_10to19","Occupancy_30to99","Occupancy_Tourists_30to99","Occupancy_NonTourists_30to99","Occupancy_over100","Occupancy_Tourists_over100","Occupancy_NonTourists_over100","Occupancy_Ryokan","Occupancy_Resort","Occupancy_Business","Occupancy_City","Occupancy_Simple","Occupancy_CompaniesGroups"
2020-06-01,"Kochi",92230,22250,58130,11220,2430,66130,7750,4710,NA,2920,7450,620,1810,14310,40820,1790,5960,2620,2100,NA,NA,11.1,4.7,19,6.4,2.7,11.2,19.6,5.9,26.7,10.1,7.8,23.7,9.1,5,21.7,4.3,9.1,25.8,13.6,2,NA
2020-06-01,"Kumamoto",227360,83600,140450,41860,12010,146900,15180,11230,180,21630,20200,4140,7870,47320,96280,4140,11040,6260,4970,100,80,12.5,5.4,22.5,5.6,3.8,10.2,19.2,9.9,25.4,14.6,4.6,29.5,11.7,7.2,17.4,6.7,5.1,27.7,15.3,3.7,0.7
2020-06-01,"Kyoto",517280,116340,365290,27120,47360,314040,73180,51840,3740,8440,18040,13070,24890,71780,220320,12090,57830,9530,41910,1430,2310,7.6,6,12.8,4.6,3.6,10.4,9.1,6.9,12.1,10.2,8.1,16.7,7,7,NA,3.7,13.1,11.8,6.5,3.1,1.6
2020-06-01,"Mie",227700,61060,161340,44900,36620,136050,5160,3590,1370,14230,27560,9110,27520,34500,99370,1250,3910,710,2880,1260,110,12.1,6.4,27,3.2,2.2,7.7,21.4,6.8,36.5,17.8,10.8,29.9,9.2,9,14.6,6.8,9,32.6,17.1,1.7,0.9
2020-06-01,"Miyagi",352290,117540,230360,47450,13170,248270,22670,20170,550,24920,21870,5580,7590,71000,173550,5160,17510,10380,9790,490,60,15.7,6.3,25.2,10.5,2.8,22.7,21,5.1,27,18.6,9.5,25.9,9.7,7.9,18.2,7.1,5.9,30.8,16.6,5.3,1.9
2020-06-01,"Miyazaki",162410,46350,106310,8340,9780,135390,4030,4860,10,3320,3950,4260,5520,34000,92710,1970,2060,2790,2070,10,0,15,4.7,24.4,13.6,2.5,20.6,19.5,3.5,26.3,16.9,5.8,29.9,6.6,6.9,0,4.5,4.5,27.8,14.5,2.9,0.4
2020-06-01,"Nagano",423340,128490,284260,122750,62660,195080,19390,18240,5220,53900,68110,10750,49050,48670,140610,4950,14430,9930,8270,280,3780,6.3,3.8,19.4,1.8,1.3,5.6,11.9,5.2,29,13.2,9.6,29,8.5,6.9,20.2,3.9,5.7,26.8,19.2,1.5,1.5
2020-06-01,"Nagasaki",231670,96340,112010,34730,31650,130470,22830,10510,1480,27500,7030,19690,11350,35700,72260,7590,15240,4430,6070,1430,50,13.8,7.6,25.9,7.7,1.6,17.9,20.3,10.5,27.7,19,11.8,37.6,7.2,6.9,13.3,9.5,8.2,33.3,23.1,2.6,5
2020-06-01,"Nara",70990,15640,55150,10580,8120,33780,8560,9940,0,1690,8750,1710,6410,8240,25540,1450,7120,2540,7330,0,0,7.7,6.4,18.8,3.7,2.4,16.5,7.5,3.7,19,14.2,13.6,63.5,19.5,19.5,NA,3.5,22.1,21.8,11.2,3,0
2020-06-01,"Niigata",369310,161220,200280,110250,17990,207920,15990,10390,6770,73980,34610,10640,7280,63270,138580,7220,8770,3880,6510,2240,4530,10.3,4.6,26.1,3.9,1.8,13.4,23.8,7.5,38.5,14.7,9.5,29.9,9.3,6.4,17.9,6.2,3.4,33.1,15.1,2.1,13.2
2020-06-01,"Oita",250980,67190,162880,47680,23960,164480,10490,3470,900,11160,26250,5360,18450,45900,108090,3620,6870,1060,2410,90,810,13.5,6.5,27.1,8.8,4.2,25,20.7,10,26.6,14,6.2,31.2,11.3,10.3,33.9,7.8,7.7,29.5,20.4,1.3,1.6
2020-06-01,"Okayama",217810,42310,161360,18910,7270,169910,13950,6930,840,5020,13030,1910,5360,28440,130770,3380,7980,3560,3370,0,840,14.7,4.1,25.4,5.4,2.2,12.8,28.5,6.9,36.6,15.1,6.9,21,8.5,4.9,13.8,6.5,4.9,30.9,12.7,1.9,13.7
2020-06-01,"Okinawa",554090,176320,360760,6080,206430,231500,52950,57030,100,2390,3690,68650,128890,69990,153390,11860,41090,23340,33690,100,0,9.6,8.1,17.2,7.2,5.7,13.6,14.5,10.8,22.5,11.1,10,20.1,8.3,8.2,9.7,6.2,8.2,19.8,9.6,4.1,0.1
2020-06-01,"Osaka",854850,270210,511760,8300,18430,604970,160330,37830,25010,5250,1460,6260,12170,180930,369310,53330,105910,15310,7040,9130,15870,10.7,6.7,16,6.4,1.9,12.8,14.9,11.7,18.2,12.4,7.5,19.1,10.5,7.9,14.1,9.2,3.7,11.8,10.2,6.8,27.3
2020-06-01,"Saga",78510,19880,57530,11470,6210,52450,4140,3880,360,5290,6180,1150,5060,11600,40260,1320,2820,340,3030,170,190,10.3,4.7,16.6,5.2,3.2,6.7,13.5,4.6,24.8,16.8,6.5,29.7,5.6,5.5,6.7,4.6,9,26.5,15.4,3,0.4
2020-06-01,"Saitama",220260,75270,130590,16050,6590,160400,26020,10850,350,7880,7440,4080,2230,49200,99300,7720,17820,6210,3630,180,170,23,11.3,28.9,12.2,6.2,22.1,34.1,14.4,35.4,23.3,15.6,28,18.7,22.9,18.1,9.8,11,33.6,23.7,8.8,1.4
2020-06-01,"Shiga",128480,27640,93490,15890,20340,76390,7320,8250,280,2700,13190,3620,16720,17410,52190,1940,5380,1970,5730,0,280,11,6,23.3,2.7,2.6,3.9,20,9.1,28,14.8,7.3,26.8,8.1,7.2,40.8,5.7,10.5,28.2,8.1,3.7,0.2
2020-06-01,"Shimane",129260,30890,96860,26070,2590,90640,5240,4710,0,5920,20140,260,2320,21920,67220,630,4610,2160,2560,0,0,15.4,5.2,28.7,9.6,1.8,23.4,20.1,6,27.2,19.2,8.4,39.3,7.7,7.7,NA,7.6,20.2,32.7,17.6,2.7,0
2020-06-01,"Shizuoka",670620,204690,447730,118710,85620,425210,16010,19340,5740,32940,83170,18300,62370,140990,274100,5410,10600,6620,12730,440,4760,13,6.5,27.3,10.2,3,30.4,18.1,8.3,26.9,14.8,9.6,28.8,6.7,5.9,12.6,7.2,7.2,34.5,11.9,3.5,1.4
2020-06-01,"Tochigi",290960,66800,204080,77220,50160,139790,10560,10070,3160,18390,47520,8910,38780,33510,99970,1630,8930,3650,6420,710,2450,12.1,7.6,26.3,3.5,2.9,8.3,17.6,8.7,31.5,17.6,11.9,29.4,11.3,10.4,20.5,7.5,10.3,30.6,22.6,3.4,3.6
2020-06-01,"Tokushima",71530,16190,47610,8140,7940,42590,7570,5240,50,2350,4570,2460,2280,7710,34880,1640,2940,2030,2890,0,50,10.5,5.7,16.9,5.6,3.1,8.6,14.5,3.3,25.9,17,8.1,25.3,14.1,14.1,NA,3.4,13.1,21.5,20,3.8,0.7
2020-06-01,"Tokyo",1902800,861000,970100,33180,69870,1315720,292560,81410,110070,14850,15690,5220,64650,536280,730230,144870,130500,56770,22180,103010,6840,14.8,10.6,18.1,21.1,9.3,32.2,15.6,14,16.5,16.1,16.9,15.6,7.3,6.2,8.7,5.6,47.3,18.7,7.6,8.6,41.3
2020-06-01,"Tottori",99720,28660,70200,9870,1990,79270,6310,2270,0,3630,5380,870,1130,20810,58460,2090,4220,1250,1010,0,0,12.4,2.8,31.1,10.6,0.7,26.5,22.1,5.5,39.4,9.8,3.5,31,3.9,2.8,10.2,2.9,3.9,36.4,17.6,1.5,0
2020-06-01,"Toyama",115290,25790,89440,12830,1720,93470,4800,2230,240,8130,4690,780,940,15540,77930,550,4260,610,1560,180,60,10.4,3,22.3,1.5,0.9,3.5,19.8,2.7,31.4,13,5.7,25.6,7.8,5.2,10.7,3.2,2.3,26.8,10.5,1,1.4
2020-06-01,"Wakayama",142950,24480,113230,24320,28450,62560,4540,22000,1090,6390,17590,6920,21530,6380,51260,1190,3340,3050,18950,540,550,9.4,5.6,31.9,5,2.6,24.8,19.2,9.7,41.5,11.6,9.6,21.4,4.6,3.9,24.9,3.6,10.1,34.5,28,6.2,5.9
2020-06-01,"Yamagata",178900,50250,118040,53440,6270,94190,17000,4270,3720,18740,26570,2960,3310,18950,72760,7190,9810,1320,2950,1090,2630,10.5,4.8,24.4,5,2.2,16.5,14.7,7.2,27.6,16.6,8.4,28.8,11.9,5.1,26.7,5.8,8.1,31.9,27.9,1.5,6.1
2020-06-01,"Yamaguchi",161410,37510,110880,15630,1560,132330,8100,3380,410,6100,9530,580,930,28070,91280,1680,6420,750,2640,330,70,18.1,6.5,31.2,13.8,4.8,23.3,24.6,10.3,33,19.6,6.5,39,6.9,4.3,16.6,4.6,4.6,36.6,19.9,3.7,1.8
2020-06-01,"Yamanashi",147220,23270,116540,27190,30010,76790,1710,11160,370,3010,23570,1920,21800,16310,60480,280,990,1610,9460,130,240,4.6,2.6,18.2,1,0.8,3,9.7,3.2,26.7,10.1,5.9,45.9,8.8,8.6,22.2,2.2,4.8,29.7,10,1.2,0.3
2020-07-01,"Aichi",802740,274460,473120,61610,37550,556730,109430,31230,6190,37290,18890,17450,5010,162020,369920,30990,68590,23660,7570,3050,3140,21,13.5,26.3,15.1,11.5,23.4,25.5,13.8,29.3,20.6,16.4,23.4,17.6,12.9,22.8,10.2,16.9,26.7,20.4,10.6,8.9
2020-07-01,"Akita",220200,85280,131730,72400,15160,109640,16440,6440,120,37580,34500,8710,6450,30560,76210,5050,11390,3320,3120,70,50,19.3,14.6,24.4,8.3,8.7,8.4,25,14,36.9,27.8,18.3,48.7,25.1,18.6,35.1,15,19.1,27.9,41.5,4.9,0.9
2020-07-01,"Aomori",279080,99750,175190,55100,16380,182460,16130,9000,0,18630,36410,6470,9910,64550,113840,5580,10550,4520,4480,0,0,24.1,15.1,30.5,16.5,5.7,22,30.9,19.3,37.4,26.5,15.4,36,22.5,23.9,14.4,13.1,20.4,36.8,23.8,10.2,0
2020-07-01,"Chiba",870870,236840,592950,99720,301650,308240,88670,55810,16780,37660,49180,58210,229070,84730,212750,25700,60230,23460,32220,7090,9510,16,12.6,23.2,11.4,9.1,18.4,21.7,12.3,31.3,19.7,15.8,27.4,14.4,13.4,16.8,12.3,14.8,25.1,18.3,7.6,13.1
2020-07-01,"Ehime",232500,70940,139940,44450,7040,138290,23650,16630,2450,17050,26840,2810,3300,39640,78550,5560,18090,4550,12040,1330,1120,23.8,13.6,32.9,12.6,6.2,21,32.1,20.7,35.7,29.7,17.8,41.6,24.8,18.6,32.6,16.2,32.8,39.2,29.8,7.4,10
2020-07-01,"Fukui",223130,73420,136070,100630,13840,86960,8970,12730,NA,50370,49020,3850,9990,12360,64470,1350,5350,5490,7230,NA,NA,18.9,14.1,30.4,8.3,6.3,14.8,28.4,12.6,41.5,28.3,21.6,40,27.7,27.7,NA,17.2,22.8,37,24.6,5.1,NA
2020-07-01,"Fukuoka",693350,251230,431930,29840,31040,497240,102010,29750,3470,22240,7500,20760,10280,162080,329040,29630,72380,14540,11920,1990,810,18.6,10.8,25.1,9.9,5.6,19.5,23.3,12.3,27.3,23.7,20.9,25.6,16.7,9.3,23.6,10.4,13.2,23.8,21.2,5.7,2.9
2020-07-01,"Fukushima",745850,251300,462310,244660,61230,377410,15580,36690,10280,100890,142070,15130,39290,111310,244440,3360,12220,12300,22310,8310,1960,21.8,12.1,36.8,19.4,7.2,38.8,25.6,12.4,34.1,24.7,16.1,43.9,18.6,18.9,17.2,16.6,13.6,43.8,35.1,7.1,14.3
2020-07-01,"Gifu",310360,82190,208260,76680,35490,160320,11080,23770,3030,20430,55000,11960,23530,41710,101050,2870,8220,4260,18400,960,2070,16.3,10.1,37.4,11.1,5.5,31.2,22,11.8,42.6,20.7,13.5,43.9,15.4,15.6,12.3,9.2,13.2,43.3,22.7,7.2,5.5
2020-07-01,"Gunma",510850,260590,234360,287380,63330,124520,15900,14070,5650,168340,103140,31140,32190,45910,78620,7230,8670,7390,6680,590,5060,21.8,19.7,30.8,10,10.4,7.2,26.8,18.2,46.3,33.1,33.4,32,22.4,22.4,NA,23,15.1,39,27.2,5.9,8.6
2020-07-01,"Hiroshima",535430,190120,308910,30900,28300,358040,74180,40530,3490,15510,15390,17350,10940,110170,213940,20720,53460,25890,14260,480,920,23.8,12.5,31.9,18.3,9.9,29.2,23.1,8.2,30.3,31.2,16.1,41.5,27,30,26,10.2,25.7,38.7,25.9,7.1,7
2020-07-01,"Hokkaido",1737680,1064970,581420,365920,188290,839860,227810,111250,4540,271860,72330,129410,56570,473940,301750,111180,114660,75630,34540,2960,1580,20.9,15.5,30.8,15.1,11.6,20,29.7,21.4,38,24.5,17.1,40.1,16.4,14.4,29.2,15.5,13.6,33.4,23.3,11.6,3.4
2020-07-01,"Hyogo",654850,210440,399400,154200,105450,252460,81100,37460,24190,64880,88750,27370,53340,67120,171710,29320,51780,16550,18860,5200,14970,19.3,14.9,29.8,7.8,5.5,21.6,22.5,13.2,31.5,25.7,21.2,31.5,23.9,23.3,28.2,13,22.3,33.9,24,7.3,17.6
2020-07-01,"Ibaraki",321830,81670,200610,40350,8490,253390,10280,6900,2430,10360,29230,4520,3970,59180,155420,3010,7260,3460,3440,1120,1300,21.5,8.2,30.2,12.2,6.1,17.2,25.9,4.7,33.7,27.4,9.7,42.4,24.5,27.5,22.8,6.8,25,36,21.3,6.9,17.8
2020-07-01,"Ishikawa",392370,118730,259740,127520,20800,193310,27390,22490,860,76470,51050,7430,8680,22600,162370,3260,24140,8490,13130,480,380,19.7,17.5,27,12.5,11,21.4,21.2,15.4,30,21.4,20.1,26.7,23.4,23.8,20,18.7,18,28,18.9,6.5,5.4
2020-07-01,"Iwate",355780,151270,201250,99300,48880,157440,34960,14840,350,52780,46520,26770,22110,51080,103390,10350,24320,10040,4810,260,90,21.4,14.2,31,13.1,8.9,17.4,27.7,13.4,34.4,25.4,17.5,40.6,17.1,14.2,51.7,16.3,12.9,41.7,34.3,7.6,13.2
2020-07-01,"Kagawa",213610,52760,154490,27440,46240,92590,26980,20320,30,11140,16300,14700,31540,16590,76000,3680,17890,6640,12730,10,20,19.7,14.9,29.8,9.4,8.3,19.3,20,9.6,26.8,28,19.9,38,32.3,33,30.1,11,29.8,30.9,32.2,7,1.5
2020-07-01,"Kagoshima",334900,107190,207080,42980,39770,188720,25470,37250,710,19530,22220,14160,25610,54110,118300,8770,15210,9960,25700,670,40,17.2,10.6,25.5,11.3,7.5,17.2,23.7,10.8,29.3,23.3,13.7,36,13.9,13.3,19.8,8.4,13.8,31.8,21.6,8.7,5.1
2020-07-01,"Kanagawa",1020630,423350,525880,99220,119610,523450,114940,129040,34380,44180,54490,40960,61220,196120,295040,50390,64550,78800,29170,12890,21410,22.1,18.7,24.8,17.6,9.1,27.2,24.8,20.4,27.9,27.2,26.3,27.9,19.1,25.8,13.1,12.8,24.9,28,24.4,21.7,7.8
2020-07-01,"Kochi",164040,36620,107410,27130,10830,96540,15710,13820,NA,6580,16480,3060,7780,18620,62010,3290,12420,5080,8720,NA,NA,18.9,12,27.1,11.4,7.1,16.9,28,15.7,33.4,23.2,15.3,43.7,22.2,17.8,39.5,11.2,14.6,35.2,27.8,6.3,NA
2020-07-01,"Kumamoto",367760,133880,217450,75920,26580,212300,28780,23630,540,41930,31560,11520,15070,59080,144800,7140,16060,13940,9700,270,270,18.9,11.2,30.3,8.8,8.1,10.5,26,16.9,32.3,24.3,12.5,41.5,16.7,9.5,31.8,11.5,9.8,37.7,31.4,7.1,2.1
2020-07-01,"Kyoto",766590,148000,575900,58860,55530,405320,146920,94730,5220,14630,40240,9520,31650,85410,302780,16950,126550,19540,71400,1940,3280,11.1,10.4,13.3,6.7,5.9,12.1,11.1,11,11.1,16.1,14.3,22.2,14.5,14.5,NA,7.5,18.1,15.1,12.8,5.3,2.6
2020-07-01,"Mie",374180,86760,274280,108340,85180,159540,7370,8400,5350,27710,72610,20030,65150,35530,120730,1490,5880,1120,5450,880,4470,19,14.9,30.4,8.3,6.4,15.5,25.7,15.2,37.1,27.5,23.7,35.6,20.2,20,25.5,15,20.2,36.9,25.5,4.1,3.4
2020-07-01,"Miyagi",492040,180380,300550,105620,28640,291970,29790,34170,1860,58720,46900,13090,15550,80300,200550,6240,23550,20300,13870,1740,120,21.6,13.1,30.9,14.1,6.9,25.3,27.7,10.1,34.8,24.2,15.8,31.2,18.3,18.1,19.9,14,12.4,37.5,23.8,9.6,6.7
2020-07-01,"Miyazaki",228680,66230,155060,21350,32170,155760,6390,12980,30,6710,12990,12420,19750,36570,113450,2840,3550,7660,5320,30,0,21.2,12.9,29.2,17.3,7.3,23.4,24.7,9.3,33.1,24,14.4,34.7,18.5,19.3,1.8,11,15.4,33.9,22.5,6.9,1.3
2020-07-01,"Nagano",751720,198760,529210,213920,161430,272740,29120,61840,12660,74550,132420,18680,132470,82100,187920,7270,21850,14760,45800,1410,8760,9.8,7,26.4,4.1,3,13.2,15.6,8.5,36.8,20.3,17.3,35.1,17.9,16,31.4,6.4,13.1,36.4,28.6,3.3,3.5
2020-07-01,"Nagasaki",393640,168700,200180,75210,72270,184320,33940,25290,2590,43840,30770,34640,37640,64520,97020,9800,24140,13510,10400,2400,200,20.5,16.2,30.8,9.9,8,15.6,29.8,18.2,37.8,29.3,22.9,47,21,20.9,22.9,17.3,19.8,35.7,28.2,5.6,8.5
2020-07-01,"Nara",106820,21510,84610,15620,8250,35990,15910,31050,0,2160,12990,1990,6260,8290,27700,3320,12590,5750,25070,0,0,10.8,9.8,19.3,7.4,7.1,12.3,10.7,7.7,20.7,16.9,16,47.5,19.6,19.6,NA,5,17.3,23.9,17.5,8.1,0
2020-07-01,"Niigata",526950,215050,290410,150640,50530,266390,28500,22370,8330,87670,60180,24530,24420,76400,173250,11260,17240,12540,9450,2500,5840,14.3,7.6,33.2,5.6,3.7,14.7,28.3,11.1,45.6,22.8,15.3,44.9,14.2,8.9,29.4,8.7,8.1,42.7,24.7,4.2,17.3
2020-07-01,"Oita",325990,83110,218000,74940,58340,164940,15200,9530,3030,14950,46540,13940,44400,44420,109090,5420,9780,3600,5930,780,2250,17,11.8,26.9,9.7,7.2,15.6,24.5,14.9,32.3,19.4,11.6,36.5,24.6,22.7,44.5,11.3,18.4,34.4,30.3,2.7,5.4
2020-07-01,"Okayama",307340,68850,219740,37740,19940,207300,24950,16330,1080,10230,26400,5170,14780,42240,153340,4220,15560,6960,8610,40,1040,20.2,8.9,32.5,9.3,5.5,18.1,34.7,12.3,42.5,23,14.1,30.8,17.9,13,32.3,11,12.9,37.4,23.9,4.6,14.4
2020-07-01,"Okinawa",1186080,268210,858330,18600,571520,333650,93740,168500,80,10580,8020,109080,426320,75810,241560,25180,68570,47560,113870,0,0,20.5,20,25.4,15.4,15,19.9,24.3,21,31.8,22.9,21.9,30.9,24,24,NA,14.4,21.9,30.6,18.7,11.9,0.2
2020-07-01,"Osaka",1059480,326430,677060,15260,45320,710120,208220,63300,17270,8370,2030,17960,27360,201740,472400,64310,142660,30050,19350,4010,13260,13.6,9,19.1,8,2.6,15.4,17.1,12.5,21.5,15.4,10.5,21.1,14.8,12.4,18.3,15.4,10.8,14.4,12.7,10,20.6
2020-07-01,"Saga",122690,27660,92200,33790,12380,62320,6350,6510,1330,12490,19840,2410,9970,9540,51420,1490,4860,1660,4840,70,1260,15.9,11.8,21.1,7.2,6.8,7.9,21.8,12.7,31.8,24.5,16.3,37.7,13,13.4,11.1,12.9,17.2,35.1,24.9,4.6,1.4
2020-07-01,"Saitama",234950,74420,146310,15880,13300,172190,21530,10230,1810,7870,8020,6970,5930,46470,112580,6530,14330,4780,5460,1810,0,25.6,14.3,29.8,12.3,9.1,16.8,35.7,16.6,36.9,26,18.4,29,23.6,29.6,22.7,12.4,19.2,35.3,24.4,8.5,7.2
2020-07-01,"Shiga",194530,39470,142810,29780,40110,94120,19180,10550,790,5390,24400,7660,27970,21350,65000,2560,16620,2300,8250,210,570,17.1,12.7,27.6,3.7,3.9,3.7,24.7,14.9,32.1,23,15.8,34.2,19.5,18.5,52.8,10.6,22.4,35.5,20.8,5.4,0.6
2020-07-01,"Shimane",192270,44860,144730,53080,4160,111670,11200,11360,810,12950,40020,450,3720,26620,82470,1820,9380,2890,8470,130,680,21.8,12.6,33.9,12.4,6.7,22.2,26.9,11.2,35.5,28.8,19.4,47.8,18.1,18.1,NA,13.7,29.3,40,33.6,6.8,33
2020-07-01,"Shizuoka",1049910,278690,747240,250750,214180,494810,33590,38920,17660,60310,181250,49860,160690,145030,338860,11270,22320,9900,28990,2320,15120,19.9,14.2,33.7,14.2,7,37.1,24,15.3,32.8,24.1,20.2,35.7,16.9,16.1,21.2,14.2,17.6,41.4,20.1,6.9,4.7
2020-07-01,"Tochigi",472030,107210,340180,132810,121360,173160,11190,26370,7140,34130,88410,24800,91440,36590,128690,2810,8380,7820,17570,1060,5680,18,14.2,31.3,8.1,7.6,13.7,22.1,13.2,38.1,23.6,19.7,32.1,24,23.9,25.3,12.5,20.5,33.3,24.5,8.6,8
2020-07-01,"Tokushima",120280,32960,74570,20590,17540,59970,12350,9540,290,5730,13480,3960,6420,15710,44260,3310,4830,4240,5300,10,280,16.9,13,22.6,9.5,6.5,13.7,20.4,8.2,33.4,26.6,22.2,29.9,29.3,29.3,NA,7.9,28.2,28.6,32.4,7.1,3.8
2020-07-01,"Tokyo",2097350,1003080,992070,68570,9560,1398510,387470,128830,104410,50750,16080,6420,3140,572480,760280,194590,161640,85530,40500,93310,10450,15.8,12.5,18.5,20.8,13,28.5,17.5,16.4,18.2,16.7,16.3,17,9.1,8.2,10.4,11.7,11,19.8,9.6,10.5,43.1
2020-07-01,"Tottori",175060,40200,132590,45180,9420,99980,12480,7930,70,9140,33760,3840,5580,21040,78950,2100,10380,4010,3920,70,0,21.2,12.4,36.1,16.1,8.6,27.7,28.1,11,43.3,24.4,17.6,40.4,9.6,8.2,19.8,13.2,16.6,44.2,32.2,5.3,0.7
2020-07-01,"Toyama",170850,48500,116820,29800,5910,115840,8700,8020,2580,16260,13540,1900,4010,25910,85570,1480,7210,2000,4850,950,1630,15.4,7.6,26.2,4.8,3.9,7.9,22.9,8.6,32.8,20.6,11.9,30,15.4,11.8,19.5,8.2,8.5,30.7,16.6,3.5,12.7
2020-07-01,"Wakayama",272550,48950,216910,87510,64430,70510,6530,41640,1930,19480,67930,10840,53580,11140,52790,1380,5150,5390,36250,720,1210,17.8,14.9,32.6,8.7,6.5,20.1,26.1,17.6,47.1,24.6,24.5,25.1,17.4,16.8,36.2,12.9,21.6,36.4,41.2,12.5,11.6
2020-07-01,"Yamagata",271110,87050,170400,97060,10500,130000,21610,8490,3450,33360,52820,5190,5310,35870,91360,7550,14060,4010,4490,1080,2370,15.1,8.6,30.8,7.9,4.2,21.9,20.4,12.8,34.1,22.5,13.7,36.2,20.4,11.4,39.9,10.2,13.3,39.5,29,2.7,6.9
2020-07-01,"Yamaguchi",227800,57580,157730,39480,5000,163420,11090,8120,700,14810,24670,1230,3650,34830,116540,2910,8180,3170,4610,620,80,24.6,13.5,36.7,21.9,8.3,32.9,29.2,14.9,38.2,25,14.3,41.9,18.3,17.1,22.8,11.6,14.9,42.3,22.9,8.7,3
2020-07-01,"Yamanashi",278950,42300,212880,79710,56630,91550,4470,45030,1570,5220,63330,2380,42000,23300,68250,840,3630,10380,34300,190,1370,8.5,6.5,23.7,3.4,3.4,3.7,13.3,6.6,31.9,17.9,13.4,46.8,16.7,16.5,38.2,6.3,9.7,32.3,25.6,4.5,1.1
2020-08-01,"Aichi",851820,369790,413960,111300,64440,491850,105050,73940,5240,75910,24230,30160,8090,164270,307410,35980,58520,59960,13980,3520,1730,22.3,19.6,24.3,21.3,20,25.2,24.3,16.4,26.7,21,22,20.3,20.4,19.1,22,17,29,23.9,20.5,24.7,7.4
2020-08-01,"Akita",227630,90980,132170,91280,18910,92560,16860,7840,180,44250,46960,10330,8580,25950,62420,5180,11680,5210,2410,60,120,19.8,18.8,21.2,9.7,14,7.9,24.8,16.8,33.5,27.9,23.3,39.8,27.4,20.7,37.6,18.9,22.4,23.4,42.2,5.9,1.4
2020-08-01,"Aomori",320320,109510,199010,81970,24250,178850,19880,15370,0,27850,53270,7400,16850,56000,111900,7360,12520,10900,4470,0,0,28,24,31.5,18,11,22.1,33.6,26.1,38.5,32.5,27.3,38.6,34.6,36.5,24,19.1,29.5,39,29.4,14.9,0
2020-08-01,"Chiba",1292000,373950,842230,172720,536970,335470,122160,103070,21600,72190,85470,118180,379710,90600,228450,39530,80530,41280,58860,12180,9200,23.9,22.7,26.7,18.2,16.1,24.6,28.7,22.4,35.3,27.1,25.9,29.3,23.6,25.3,19.4,22.8,26.8,26.6,24,13.6,19.5
2020-08-01,"Ehime",268030,85340,160450,70490,8040,130530,28610,27100,3240,25820,44250,2650,4050,37180,72870,7810,20800,10240,16860,1620,1620,28,22.5,33,15.1,11.4,20.2,35.2,30.1,36.8,35.3,29.6,40.9,34.2,33.7,34.7,26.4,39.2,38.3,34.6,12.3,13.4
2020-08-01,"Fukui",266850,54370,198520,124100,21980,90520,10960,19290,NA,32030,90820,3020,18960,12550,67330,990,7900,5790,13510,NA,NA,22.7,18.6,33.1,11.7,10.7,15.8,32,15.7,48,33.4,28.1,43.5,30,30,NA,20.2,35,42.1,29.2,8,NA
2020-08-01,"Fukuoka",688850,286580,392470,42040,61580,439080,96380,43590,6190,31990,8860,47830,13750,143980,289590,31360,65010,28100,13100,3310,2150,18.2,13.9,22.2,10.7,7.8,18.3,20.7,13,23.5,23.1,24.8,22,20.3,17.4,23.2,14.3,25.8,20.6,21.5,8,5.1
2020-08-01,"Fukushima",845470,255350,557150,259530,108800,394540,16900,49420,16290,90810,168420,20080,77880,112050,263980,4050,10980,17020,30940,11340,4950,25,17.5,36,19.8,9.7,33.9,28.7,16.5,36.4,30.2,23.3,44.8,27.7,28.2,24.2,18.2,24,45.6,37.8,9.6,21.7
2020-08-01,"Gifu",407540,105860,295050,129110,56640,153060,13720,51630,3380,31370,95690,14500,42140,42640,106900,3450,10260,12670,37890,1220,2160,21.4,18,34.2,15.8,12.9,26.3,27,20.4,40.3,25.9,22.3,46.1,22.8,23,18.6,15.3,20.3,43,27.4,16.1,6.1
2020-08-01,"Gunma",559790,119650,430520,275180,103520,129580,13940,23880,13690,62240,204920,13240,90280,32220,97350,3730,10210,7790,14500,430,13260,23.5,22.2,28.6,10.8,11.9,5.6,29.2,21.9,46.3,33.1,33.8,31.2,28.9,28.9,NA,22.1,23.6,38.8,26,10,20.5
2020-08-01,"Hiroshima",605210,244110,326450,50490,43720,341940,97740,67850,3460,29090,21150,25760,17960,111990,197320,29720,68020,46650,20920,900,1080,26.6,19.7,31.8,20.9,15.7,28.6,23.1,11.9,28.3,34.5,27,40.3,36.2,43.4,33.9,17.1,38.8,36.6,32.7,11.6,6.7
2020-08-01,"Hokkaido",2327030,1350190,866440,497120,324010,982430,360240,152410,10810,332560,134430,201720,122290,527280,380650,162280,193770,117270,33570,9080,1730,27.9,24.8,33.9,18.9,17.1,21.4,35.8,30.9,41.4,32.8,27,45.6,27,25.4,36.3,20.7,23.7,39,34,17.7,7.7
